"name","address","city","state","zip","country","hours","google_url","phone","website","place_id"
"Saint Paul Public Library - Hamline Midway","1558 W Minnehaha Ave","St Paul","MN",55104,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 10:00 AM – 5:30 PM</li><li>Wednesday: 12:00 – 8:00 PM</li><li>Thursday: 10:00 AM – 5:30 PM</li><li>Friday: 10:00 AM – 5:30 PM</li><li>Saturday: 11:30 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=4216580411140207134","651-642-0293","http://www.sppl.org/about/locations/hamline-midway","ChIJvfMQWE4rs1IRHvLhJItNhDo"
"White Bear Lake Library","2150 2nd St","White Bear Lake","MN",55110,"US","<ul><li>Monday: 10:00 AM – 8:00 PM</li><li>Tuesday: 1:00 – 8:00 PM</li><li>Wednesday: 1:00 – 8:00 PM</li><li>Thursday: 10:00 AM – 5:00 PM</li><li>Friday: 10:00 AM – 5:00 PM</li><li>Saturday: 10:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=5767599228780725073","651-724-6007","http://www.rclreads.org/about/locations/rcl-white-bear-lake","ChIJF5thFejQslIRUcNKxvCgClA"
"Northtown Library","711 County Hwy 10 Frontage Rd","Blaine","MN",55434,"US","","https://maps.google.com/?cid=17636918370038229369","763-717-3267","http://www.anoka.lib.mn.us/about/locations/acl-northtown","ChIJ15AwrRYls1IReamwKtDrwvQ"
"Mississippi Library","410 Mississippi St NE","Fridley","MN",55432,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 10:00 AM – 6:00 PM</li><li>Wednesday: 12:00 – 8:00 PM</li><li>Thursday: 10:00 AM – 6:00 PM</li><li>Friday: 12:00 – 6:00 PM</li><li>Saturday: 10:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=885043222890948910","763-571-1934","http://www.anokacountylibrary.org/","ChIJ-Zbstukvs1IRLilIPx9OSAw"
"Stillwater Public Library","224 3rd St N","Stillwater","MN",55082,"US","<ul><li>Monday: 10:00 AM – 8:00 PM</li><li>Tuesday: 10:00 AM – 8:00 PM</li><li>Wednesday: 10:00 AM – 8:00 PM</li><li>Thursday: 10:00 AM – 8:00 PM</li><li>Friday: 10:00 AM – 5:00 PM</li><li>Saturday: 10:00 AM – 5:00 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=7819645355586683125","651-275-4338","http://www.stillwaterlibrary.org/","ChIJWwFop5XJslIR9QBHSQX2hGw"
"Hmong Resource Center Library","375 University Ave W","St Paul","MN",55103,"US","<ul><li>Monday: 9:00 AM – 6:00 PM</li><li>Tuesday: 9:00 AM – 6:00 PM</li><li>Wednesday: 9:00 AM – 6:00 PM</li><li>Thursday: 9:00 AM – 6:00 PM</li><li>Friday: 9:00 AM – 6:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=14012909007762172935","651-917-9937","http://hmonglibrary.org","ChIJtcDf1acq9ocRByyJvX_ad8I"
"Walker Library","2880 Hennepin Ave","Minneapolis","MN",55408,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 9:00 AM – 5:00 PM</li><li>Wednesday: 12:00 – 8:00 PM</li><li>Thursday: 9:00 AM – 5:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=12780384665628070319","612-543-8400","http://www.hclib.org/walker","ChIJocz12IEn9ocRr1Gc1yMMXbE"
"Midway Contemporary Art","527 SE 2nd Ave","Minneapolis","MN",55414,"US","<ul><li>Monday: Closed</li><li>Tuesday: Closed</li><li>Wednesday: 11:00 AM – 5:00 PM</li><li>Thursday: 11:00 AM – 5:00 PM</li><li>Friday: 11:00 AM – 5:00 PM</li><li>Saturday: 11:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=5454591802082379888","612-605-4504","http://midwayart.org/","ChIJjwR1d3cts1IRcMjgJViasks"
"Lindquist & Vennum LLP","80 S 8th St","Minneapolis","MN",55402,"US","<ul><li>Monday: 8:00 AM – 5:30 PM</li><li>Tuesday: 8:00 AM – 5:30 PM</li><li>Wednesday: 8:00 AM – 5:30 PM</li><li>Thursday: 8:00 AM – 5:30 PM</li><li>Friday: 8:00 AM – 5:30 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=7475993978675267422","612-371-3211","http://www.lindquist.com/","ChIJkbv8OJcys1IRXgfmAeoQwGc"
"Ramsey County Library in Mounds View","2576 County Hwy 10","Mounds View","MN",55112,"US","<ul><li>Monday: 1:00 – 8:00 PM</li><li>Tuesday: Closed</li><li>Wednesday: 10:00 AM – 5:00 PM</li><li>Thursday: 1:00 – 8:00 PM</li><li>Friday: 10:00 AM – 5:00 PM</li><li>Saturday: 10:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=12209137946609892507","763-717-3272","http://www.rclreads.org/","ChIJL3bK3PUls1IRm7xskUaSb6k"
"Libreria Cristiana Monte Sinai","3011 Cedar Ave","Minneapolis","MN",55407,"US","","https://maps.google.com/?cid=6633874429854254290","","","ChIJyc9NRxso9ocR0oQCbKVBEFw"
"Hudson Area Library","700 1st St","Hudson","WI",54016,"US","<ul><li>Monday: 10:00 AM – 8:00 PM</li><li>Tuesday: 10:00 AM – 8:00 PM</li><li>Wednesday: 10:00 AM – 8:00 PM</li><li>Thursday: 10:00 AM – 8:00 PM</li><li>Friday: 10:00 AM – 6:00 PM</li><li>Saturday: 10:00 AM – 3:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=17432169115102143062","715-386-3101","http://www.hudsonpubliclibrary.org/","ChIJVVVVFTi1slIRVuIyWnOB6_E"
"Sun Ray Library","2105 Wilson Ave","St Paul","MN",55119,"US","<ul><li>Monday: 10:00 AM – 8:00 PM</li><li>Tuesday: 10:00 AM – 8:00 PM</li><li>Wednesday: 10:00 AM – 8:00 PM</li><li>Thursday: 10:00 AM – 8:00 PM</li><li>Friday: 10:00 AM – 5:30 PM</li><li>Saturday: 10:00 AM – 5:30 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=11025852238103010389","651-501-6300","http://www.sppl.org/about/locations/sun-ray","ChIJ8Qu5OwTW94cRVVwTbjGyA5k"
"Galaxie Library","14955 Galaxie Ave","Apple Valley","MN",55124,"US","<ul><li>Monday: 10:00 AM – 8:30 PM</li><li>Tuesday: 10:00 AM – 8:30 PM</li><li>Wednesday: 10:00 AM – 8:30 PM</li><li>Thursday: 10:00 AM – 8:30 PM</li><li>Friday: 10:00 AM – 5:30 PM</li><li>Saturday: 10:00 AM – 5:30 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=286177923443926588","952-891-7045","https://www.co.dakota.mn.us/libraries/Pages/default.aspx","ChIJ96hxny0x9ocRPCZvHU61-AM"
"University Archives","222 21st Ave S","Minneapolis","MN",55455,"US","","https://maps.google.com/?cid=17041775262338090648","612-624-0562","https://www.lib.umn.edu/uarchives","ChIJA2V6fWots1IRmIazVU-MgOw"
"South Oak Hill Little Library","W Lake St","St Louis Park","MN",55426,"US","","https://maps.google.com/?cid=12139341623416223045","","","ChIJm7crFIwg9ocRRXXWtuOad6g"
"Bethel University Library","3900 Bethel Dr","Arden Hills","MN",55112,"US","<ul><li>Monday: 9:00 AM – 6:00 PM</li><li>Tuesday: 9:00 AM – 6:00 PM</li><li>Wednesday: 9:00 AM – 6:00 PM</li><li>Thursday: 9:00 AM – 6:00 PM</li><li>Friday: 9:00 AM – 6:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=3005495837781505951","651-638-6400","http://www.bethel.edu/library","ChIJldB2XhAps1IRn7fhaIqqtSk"
"Patent Services","3M Center Dr","St Paul","MN",55144,"US","","https://maps.google.com/?cid=11660744997145818275","651-733-7670","","ChIJW3FDmeLVslIRozRKK8tJ06E"
"Century College","3300 Century Ave N","St Paul","MN",55110,"US","","https://maps.google.com/?cid=9126268897116997681","651-779-3200","http://www.century.edu/","ChIJDed_5YPRslIRMchaeTUFp34"
"Chaska Library","3 City Hall Plz","Chaska","MN",55318,"US","","https://maps.google.com/?cid=843133996816601849","952-448-3886","http://www.carverlib.org/","ChIJla36MvMP9ocR-RJPKudpsws"
"Gullixson Hall","2375 Como Ave","St Paul","MN",55108,"US","","https://maps.google.com/?cid=17118437823428988037","","http://www.luthersem.edu/campus/building_maps.aspx#gullixson_hall","ChIJBX1bDY4ss1IRhYwYx4DokO0"
"Dakota County Library Administration","199 Wentworth Ave E","West St Paul","MN",55118,"US","","https://maps.google.com/?cid=3510895332127665564","651-450-2925","http://www.co.dakota.mn.us/","ChIJ5zcH-cXU94cRnO0L-7M0uTA"
"Northwest Architectural Archives","221 21st Ave S","Minneapolis","MN",55455,"US","","https://maps.google.com/?cid=3167815443037384327","612-625-3550","https://www.lib.umn.edu/naa","ChIJEZUu8mots1IRh249lFxX9is"
"Nokomis Library","5100 S 34th Ave","Minneapolis","MN",55417,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 9:00 AM – 5:00 PM</li><li>Wednesday: 9:00 AM – 5:00 PM</li><li>Thursday: 12:00 – 8:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=17449498121768116149","612-543-6800","http://www.hclib.org/nokomis","ChIJzchaf_wo9ocRtZ_VIBcSKfI"
"Belle Plaine Library","125 W Main St","Belle Plaine","MN",56011,"US","<ul><li>Monday: Closed</li><li>Tuesday: 10:00 AM – 5:00 PM</li><li>Wednesday: 1:00 – 8:00 PM</li><li>Thursday: 1:00 – 8:00 PM</li><li>Friday: 10:00 AM – 5:00 PM</li><li>Saturday: 10:00 AM – 2:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=13123892655332553113","952-873-6767","http://www.scottlib.org/","ChIJU7Yj0Mbf9YcRmXF0L9ZuIbY"
"ACL - ADMINISTRATION","707 County Hwy 10 Frontage Rd","Minneapolis","MN",55434,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 10:00 AM – 8:00 PM</li><li>Wednesday: 12:00 – 8:00 PM</li><li>Thursday: 10:00 AM – 6:00 PM</li><li>Friday: 12:00 – 6:00 PM</li><li>Saturday: 10:00 AM – 5:00 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=2803426322531904158","763-785-3695","http://www.anoka.lib.mn.us/","ChIJt7-qAhQls1IRnmp-HGPF5yY"
"Carver County Law Library","604 E 4th St","Chaska","MN",55318,"US","","https://maps.google.com/?cid=3680273903656855571","952-361-1564","https://www.carverlib.org/SitePages/law_library_overview.aspx","ChIJ-c5HJ_EP9ocRE2ibz531EjM"
"Chanhassen Library","Kerber Blvd","Chanhassen","MN",55317,"US","<ul><li>Monday: 10:00 AM – 8:00 PM</li><li>Tuesday: 10:00 AM – 8:00 PM</li><li>Wednesday: 10:00 AM – 8:00 PM</li><li>Thursday: 10:00 AM – 8:00 PM</li><li>Friday: 10:00 AM – 5:00 PM</li><li>Saturday: 10:00 AM – 5:00 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=14788018590703996180","952-227-1500","https://www.carverlib.org/SitePages/chanhassen.aspx","ChIJhfy57IIb9ocRFM3I1o6YOc0"
"Science and Engineering Library","","Minneapolis","MN",55455,"US","","https://maps.google.com/?cid=125528648843512975","","","ChIJS0at0hUts1IRj8xzG6T3vQE"
"Dayton's Bluff Library","90 W 4th St","St Paul","MN",55102,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 9:00 AM – 5:30 PM</li><li>Wednesday: 9:00 AM – 5:30 PM</li><li>Thursday: 9:00 AM – 5:30 PM</li><li>Friday: 9:00 AM – 5:30 PM</li><li>Saturday: 11:00 AM – 5:00 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=6176333769167185564","651-266-7000","http://www.sppl.org/","ChIJKYToS2DV94cRnKZ15da-tlU"
"Victoria Library","1670 Stieger Lake Ln","Victoria","MN",55386,"US","","https://maps.google.com/?cid=12595993209955160718","952-442-3050","http://www.carverlib.org/","ChIJVzq7SwIE9ocRjhKciBb1za4"
"Heritage Library","20085 Heritage Dr","Lakeville","MN",55044,"US","<ul><li>Monday: 10:00 AM – 8:30 PM</li><li>Tuesday: 10:00 AM – 8:30 PM</li><li>Wednesday: 10:00 AM – 8:30 PM</li><li>Thursday: 10:00 AM – 8:30 PM</li><li>Friday: 10:00 AM – 5:30 PM</li><li>Saturday: 10:00 AM – 5:30 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=9279984443770037345","952-891-0360","https://www.co.dakota.mn.us/libraries/HoursLocations/Heritage","ChIJcznMl-M39ocRYWQQJK8gyYA"
"Eagle Learning Center","7800 Metro Pkwy","Bloomington","MN",55425,"US","","https://maps.google.com/?cid=6707324742185218490","952-851-7627","http://www.eaglelearning.com/","ChIJd8mPXT0v9ocRunEj61A0FV0"
"Wildwood Library","763 Stillwater Rd","St Paul","MN",55115,"US","<ul><li>Monday: 9:30 AM – 8:00 PM</li><li>Tuesday: 12:30 – 8:00 PM</li><li>Wednesday: 12:30 – 8:00 PM</li><li>Thursday: 12:30 – 8:00 PM</li><li>Friday: 12:30 – 5:00 PM</li><li>Saturday: 9:30 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=15495053377989411924","651-426-2042","http://www.co.washington.mn.us/Facilities/Facility/Details/6","ChIJtTXZat7RslIRVITGcvN8Cdc"
"Cooperating Libraries-Consortium","1619 W Dayton Ave","St Paul","MN",55104,"US","<ul><li>Monday: 8:00 AM – 5:00 PM</li><li>Tuesday: 8:00 AM – 5:00 PM</li><li>Wednesday: 8:00 AM – 5:00 PM</li><li>Thursday: 8:00 AM – 5:00 PM</li><li>Friday: 8:00 AM – 4:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=16389873365945139671","651-644-3878","","ChIJc6kEXQUq9ocR18HLMv2GdOM"
"Special Collections and Rare Books","222 21st Ave S","Minneapolis","MN",55455,"US","<ul><li>Monday: 8:30 AM – 4:30 PM</li><li>Tuesday: 8:30 AM – 4:30 PM</li><li>Wednesday: 8:30 AM – 7:00 PM</li><li>Thursday: 8:30 AM – 7:00 PM</li><li>Friday: 8:30 AM – 4:30 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=8466474547421727826","612-624-0562","http://special.lib.umn.edu/","ChIJo4P-fGots1IRUkz1Wr71fnU"
"Great River Regional Library","790 Minnesota Ave","Big Lake","MN",55309,"US","<ul><li>Monday: 2:00 – 7:00 PM</li><li>Tuesday: 10:00 AM – 1:00 PM</li><li>Wednesday: 2:00 – 6:00 PM</li><li>Thursday: 2:00 – 6:00 PM</li><li>Friday: 10:00 AM – 5:00 PM</li><li>Saturday: 10:00 AM – 1:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=5909663998277251104","763-263-6445","http://www.griver.org/","ChIJE39ryLdjs1IRIPA6fxhYA1I"
"Savage Library","13090 Alabama Ave S","Savage","MN",55378,"US","<ul><li>Monday: 10:00 AM – 8:00 PM</li><li>Tuesday: 10:00 AM – 8:00 PM</li><li>Wednesday: 1:00 – 8:00 PM</li><li>Thursday: 10:00 AM – 8:00 PM</li><li>Friday: 10:00 AM – 5:00 PM</li><li>Saturday: 10:00 AM – 4:00 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=13819863068261584135","952-707-1770","http://www.scott.lib.mn.us/","ChIJO1sl8Yo89ocRB41FZD0Eyr8"
"Honorable Donald P Lay","316 Robert St N","St Paul","MN",55101,"US","","https://maps.google.com/?cid=1295849244398494438","651-848-1310","","ChIJdVXXCE_V94cR5qLUpgXI-xE"
"Robert Trail Library","14395 S Robert Trail","Rosemount","MN",55068,"US","<ul><li>Monday: 10:00 AM – 8:30 PM</li><li>Tuesday: 10:00 AM – 8:30 PM</li><li>Wednesday: 10:00 AM – 8:30 PM</li><li>Thursday: 10:00 AM – 8:30 PM</li><li>Friday: 10:00 AM – 5:30 PM</li><li>Saturday: 10:00 AM – 5:30 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=8615600926302890134","651-480-1200","https://www.co.dakota.mn.us/libraries/HoursLocations/RobertTrail","ChIJJ-DDJWUz9ocRlmjPImXDkHc"
"Normandale Community College","9700 France Ave S","Bloomington","MN",55431,"US","","https://maps.google.com/?cid=9491076867723930358","952-358-8200","http://www.normandale.edu/","ChIJQR6y4Jok9ocR9qqcFCAUt4M"
"Ames Library of South Asia","309 19th Ave S","Minneapolis","MN",55455,"US","","https://maps.google.com/?cid=17007252493577332172","612-624-4857","https://www.lib.umn.edu/ames","ChIJS_44o0Ets1IRzKUN3QjmBew"
"St. Francis Library","3519 Bridge St NW","St Francis","MN",55070,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 10:00 AM – 6:00 PM</li><li>Wednesday: 12:00 – 8:00 PM</li><li>Thursday: 10:00 AM – 6:00 PM</li><li>Friday: 12:00 – 6:00 PM</li><li>Saturday: 10:00 AM – 2:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=788352970698216895","763-753-2131","http://www.anokacountylibrary.org/","ChIJKa-XwM4Rs1IRv1UXmNnK8Ao"
"Hennepin County Library","5100 S 34th Ave","Minneapolis","MN",55417,"US","","https://maps.google.com/?cid=6837964790401802383","","","ChIJO42_gPso9ocRjyCHbr9U5V4"
"Eden Prairie Library","565 Prairie Center Dr","Eden Prairie","MN",55344,"US","<ul><li>Monday: 9:00 AM – 9:00 PM</li><li>Tuesday: 9:00 AM – 9:00 PM</li><li>Wednesday: 9:00 AM – 9:00 PM</li><li>Thursday: 9:00 AM – 9:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: 12:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=5610040549566014983","612-543-6275","http://www.hclib.org/edenprairie","ChIJYzxxI5oY9ocRB2ZrFCje2k0"
"Lake Elmo Public Library","3537 Lake Elmo Ave N","Lake Elmo","MN",55042,"US","","https://maps.google.com/?cid=2185959894882960257","651-773-4926","http://www.lakeelmopubliclibrary.org/","ChIJeT7z54rMslIRgcO_U_EWVh4"
"Pierre Bottineau Library","55 Broadway St NE","Minneapolis","MN",55413,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 9:00 AM – 5:00 PM</li><li>Wednesday: 9:00 AM – 5:00 PM</li><li>Thursday: 12:00 – 8:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=3960336379292912675","612-543-6850","http://www.hclib.org/pierrebottineau","ChIJ6WK2a3oys1IRI4zPRvTw9TY"
"Anoka County Library Crooked Lake","11440 Crooked Lake Boulevard","Coon Rapids","MN",55433,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 10:00 AM – 6:00 PM</li><li>Wednesday: 12:00 – 8:00 PM</li><li>Thursday: 10:00 AM – 6:00 PM</li><li>Friday: 12:00 – 6:00 PM</li><li>Saturday: 10:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=10684427200535737804","763-576-5972","http://www.anoka.lib.mn.us/about/locations/acl-crooked-lake","ChIJS2bu7HY8s1IRzDV0LO61RpQ"
"Resources For Child Caring","2021 E Hennepin Ave","Minneapolis","MN",55413,"US","","https://maps.google.com/?cid=6961666543804340815","651-641-0305","http://www.thinksmall.org/","ChIJ-5wjdQAts1IRT9otTNbOnGA"
"Minneapolis Central Library","300 Nicollet Mall","Minneapolis","MN",55401,"US","<ul><li>Monday: 9:00 AM – 9:00 PM</li><li>Tuesday: 9:00 AM – 9:00 PM</li><li>Wednesday: 9:00 AM – 9:00 PM</li><li>Thursday: 9:00 AM – 9:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: 12:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=8713452121897218264","612-543-8000","http://www.hclib.org/minneapoliscentral","ChIJ64ilwZoys1IR2LAO_Ylm7Hg"
"Borlaug Commons","1991 Upper Buford Cir","St Paul","MN",55108,"US","","https://maps.google.com/?cid=909503862583284786","612-625-9777","http://plant.lib.umn.edu/","ChIJd-2-T4Iss1IRMlQfu_E0nww"
"Mackin Educational Resources","3505 County Rd 42 W","Burnsville","MN",55306,"US","<ul><li>Monday: 8:00 AM – 6:00 PM</li><li>Tuesday: 8:00 AM – 6:00 PM</li><li>Wednesday: 8:00 AM – 6:00 PM</li><li>Thursday: 8:00 AM – 6:00 PM</li><li>Friday: 8:00 AM – 6:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=12487868702669075167","952-895-9540","http://www.mackin.com/","ChIJ850zO-s79ocR3_JO6GvSTa0"
"Hmong Cultural Center","375 University Ave W","St Paul","MN",55103,"US","<ul><li>Monday: 9:00 AM – 6:00 PM</li><li>Tuesday: 9:00 AM – 6:00 PM</li><li>Wednesday: 9:00 AM – 6:00 PM</li><li>Thursday: 9:00 AM – 6:00 PM</li><li>Friday: 9:00 AM – 6:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=17720445712352490784","651-917-9937","http://www.hmongcc.org/","ChIJvQ2lTn8q9ocRIDVdCn2r6_U"
"T J Jones Library","915 E 14th St","Minneapolis","MN",55404,"US","<ul><li>Monday: 7:00 AM – 12:00 AM</li><li>Tuesday: 7:00 AM – 12:00 AM</li><li>Wednesday: 7:00 AM – 12:00 AM</li><li>Thursday: 7:00 AM – 12:00 AM</li><li>Friday: 7:00 AM – 5:00 PM</li><li>Saturday: 1:00 – 5:00 PM</li><li>Sunday: 6:00 PM – 12:00 AM</li></ul>","https://maps.google.com/?cid=5616159523493374068","612-343-4490","http://www.northcentral.edu/library","ChIJHWZuoaAys1IRdOi_t1Sb8E0"
"Elko New Market Library","110 J. Roberts Way","Elko New Market","MN",55054,"US","<ul><li>Monday: 1:00 – 8:00 PM</li><li>Tuesday: 10:00 AM – 5:00 PM</li><li>Wednesday: 1:00 – 8:00 PM</li><li>Thursday: Closed</li><li>Friday: 10:00 AM – 5:00 PM</li><li>Saturday: 10:00 AM – 2:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=14445955278464549508","952-496-8030","http://www.scottlib.org/","ChIJGaNVCuND9ocRhAIPrslXesg"
"North Regional Library","1315 Lowry Avenue North","Minneapolis","MN",55411,"US","<ul><li>Monday: 9:00 AM – 8:00 PM</li><li>Tuesday: 9:00 AM – 8:00 PM</li><li>Wednesday: 9:00 AM – 5:00 PM</li><li>Thursday: 9:00 AM – 8:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: 12:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=16399808818001434335","612-543-8450","http://www.hclib.org/northregional","ChIJoVWlTzcys1IR31ZL5TrTl-M"
"Maple Grove Library","8001 Main St N","Maple Grove","MN",55369,"US","<ul><li>Monday: 9:00 AM – 9:00 PM</li><li>Tuesday: 9:00 AM – 9:00 PM</li><li>Wednesday: 9:00 AM – 9:00 PM</li><li>Thursday: 9:00 AM – 9:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: 12:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=2426760613042242711","612-543-6450","http://www.hclib.org/maplegrove","ChIJ8VE6lPhHs1IRl8RKh-uVrSE"
"Oxboro Library","8801 Portland Ave S","Bloomington","MN",55420,"US","<ul><li>Monday: 9:00 AM – 5:00 PM</li><li>Tuesday: 12:00 – 8:00 PM</li><li>Wednesday: 12:00 – 8:00 PM</li><li>Thursday: 9:00 AM – 5:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=5165382204834107034","612-543-5775","http://www.hclib.org/oxboro","ChIJgU6jGIMl9ocRms5CeL8fr0c"
"Northtown Library","711 County Hwy 10 Frontage Rd","Minneapolis","MN",55434,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 10:00 AM – 8:00 PM</li><li>Wednesday: 12:00 – 8:00 PM</li><li>Thursday: 10:00 AM – 6:00 PM</li><li>Friday: 12:00 – 6:00 PM</li><li>Saturday: 10:00 AM – 5:00 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=13678455035276432636","763-717-3267","http://www.anokacountylibrary.org/","ChIJt7-qAhQls1IR_BTODWKi070"
"Minitex Library Information","222 21st Ave S","Minneapolis","MN",55455,"US","","https://maps.google.com/?cid=5530677922236130346","612-624-4002","https://www.minitex.umn.edu/","ChIJo4P-fGots1IRKuT6eUTqwEw"
"Social Welfare History Archives","222 21st Ave S","Minneapolis","MN",55455,"US","","https://maps.google.com/?cid=7036525022448983993","612-624-6394","https://www.lib.umn.edu/swha","ChIJo4P-fGots1IRuR84EDrCpmE"
"Parault Reading Center","5910 Teakwood Ln N","Plymouth","MN",55442,"US","","https://maps.google.com/?cid=7391942102729405850","952-567-1331","","ChIJi98utsxJs1IRmrVwoS10lWY"
"Walter Circulation","117 Pleasant St SE","Minneapolis","MN",55455,"US","","https://maps.google.com/?cid=13750055318244335195","612-624-3366","https://www.lib.umn.edu/walter/layout","ChIJSwWpShQts1IRW57sBXYC0r4"
"Felhaber, Larson, Fenlon & Vogt P.A.","220 South 6th St","Minneapolis","MN",55402,"US","<ul><li>Monday: 7:30 AM – 5:30 PM</li><li>Tuesday: 7:30 AM – 5:30 PM</li><li>Wednesday: 7:30 AM – 5:30 PM</li><li>Thursday: 7:30 AM – 5:30 PM</li><li>Friday: 7:30 AM – 5:30 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=7304700714494550144","612-339-6321","http://www.felhaber.com/","ChIJZ7omfJkys1IRgGD9DZmCX2U"
"Westonka Library","2079 Commerce Blvd","Mound","MN",55364,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 9:00 AM – 5:00 PM</li><li>Wednesday: 12:00 – 8:00 PM</li><li>Thursday: 9:00 AM – 5:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=18346662674146961108","612-543-6175","http://www.hclib.org/westonka","ChIJp3pRD_4B9ocR1KZyUn9wnP4"
"Library Services & School Tech","1500 MN-36","Roseville","MN",55113,"US","","https://maps.google.com/?cid=11804696602214593075","651-582-8791","","ChIJE0gby78rs1IRM_JCCAS10qM"
"Children's Healthcare Med Library","345 N Smith Ave","St Paul","MN",55102,"US","","https://maps.google.com/?cid=2164553691485374380","651-220-6145","","ChIJl9M3KLEq9ocRrAc_Nh0KCh4"
